"poblacion","month","event","mean","sd","se","variable"
1,1,"ref",0.171936942104285,0.0206485803910674,0.00533144053182861,"myndvisp"
1,2,"2005",0.17809453125,NA,NA,"myndvisp"
1,2,"2012",0.109184186046512,NA,NA,"myndvisp"
1,2,"ref",0.168969782684367,0.0383588032908832,0.0095897008227208,"myndvisp"
1,3,"2005",0.17252109375,NA,NA,"myndvisp"
1,3,"2012",0.169579279279279,NA,NA,"myndvisp"
1,3,"ref",0.17769161680227,0.0243806006844144,0.0060951501711036,"myndvisp"
1,4,"2005",0.221675373134328,NA,NA,"myndvisp"
1,4,"2012",0.184334196891192,NA,NA,"myndvisp"
1,4,"ref",0.222506525744545,0.0195792220720175,0.00489480551800438,"myndvisp"
1,5,"2005",0.271751226158038,NA,NA,"myndvisp"
1,5,"2012",0.281077016129032,NA,NA,"myndvisp"
1,5,"ref",0.293294397255007,0.0214401568999923,0.00536003922499807,"myndvisp"
1,6,"2005",0.258978723404255,NA,NA,"myndvisp"
1,6,"2012",0.312673357664234,NA,NA,"myndvisp"
1,6,"ref",0.318011216828231,0.0250967394918616,0.00627418487296541,"myndvisp"
1,7,"2005",0.2395229390681,NA,NA,"myndvisp"
1,7,"2012",0.269002996254682,NA,NA,"myndvisp"
1,7,"ref",0.28331408054369,0.0233385663535615,0.00583464158839037,"myndvisp"
1,8,"2005",0.216388070175439,NA,NA,"myndvisp"
1,8,"2012",0.23724170212766,NA,NA,"myndvisp"
1,8,"ref",0.254307852974661,0.0187678848238304,0.00469197120595759,"myndvisp"
1,9,"2005",0.207144239631336,NA,NA,"myndvisp"
1,9,"2012",0.237627748691099,NA,NA,"myndvisp"
1,9,"ref",0.237864259614939,0.0167751379956314,0.00419378449890786,"myndvisp"
1,10,"2005",0.195717012448133,NA,NA,"myndvisp"
1,10,"2012",0.253226691729323,NA,NA,"myndvisp"
1,10,"ref",0.224499511569477,0.0163129318474767,0.00407823296186917,"myndvisp"
1,11,"2005",0.170785546875,NA,NA,"myndvisp"
1,11,"2012",0.191267479674797,NA,NA,"myndvisp"
1,11,"ref",0.196988206490557,0.0161006801772612,0.0040251700443153,"myndvisp"
1,12,"2005",0.1711171875,NA,NA,"myndvisp"
1,12,"2012",0.176238671875,NA,NA,"myndvisp"
1,12,"ref",0.185779928156745,0.0162343391324904,0.0040585847831226,"myndvisp"
2,1,"2005",0.160707589285714,NA,NA,"myndvisp"
2,1,"2012",0.131948660714286,NA,NA,"myndvisp"
2,1,"ref",0.142611125596172,0.0131872895782988,0.00340494352789105,"myndvisp"
2,2,"2005",0.162454910714286,NA,NA,"myndvisp"
2,2,"2012",0.14408829787234,NA,NA,"myndvisp"
2,2,"ref",0.160981931641274,0.0198372238639577,0.00495930596598943,"myndvisp"
2,3,"2005",0.160189237668161,NA,NA,"myndvisp"
2,3,"2012",0.165735,NA,NA,"myndvisp"
2,3,"ref",0.182348320091007,0.0197891224560687,0.00494728061401718,"myndvisp"
2,4,"2005",0.217792,NA,NA,"myndvisp"
2,4,"2012",0.174488,NA,NA,"myndvisp"
2,4,"ref",0.2367150675009,0.0297762680653985,0.00744406701634963,"myndvisp"
2,5,"2005",0.261808813559322,NA,NA,"myndvisp"
2,5,"2012",0.285961504424779,NA,NA,"myndvisp"
2,5,"ref",0.315385729191067,0.0298770915943511,0.00746927289858776,"myndvisp"
2,6,"2005",0.249110897435897,NA,NA,"myndvisp"
2,6,"2012",0.31937566539924,NA,NA,"myndvisp"
2,6,"ref",0.321184247562652,0.0304537327829913,0.00761343319574783,"myndvisp"
2,7,"2005",0.225349748743719,NA,NA,"myndvisp"
2,7,"2012",0.269025531914894,NA,NA,"myndvisp"
2,7,"ref",0.275400860349518,0.0258723483462415,0.00646808708656038,"myndvisp"
2,8,"2005",0.200409125475285,NA,NA,"myndvisp"
2,8,"2012",0.228001069518717,NA,NA,"myndvisp"
2,8,"ref",0.244638923730767,0.0209480251172124,0.00523700627930309,"myndvisp"
2,9,"2005",0.206633333333333,NA,NA,"myndvisp"
2,9,"2012",0.229547715736041,NA,NA,"myndvisp"
2,9,"ref",0.226810720046237,0.0147193815816438,0.00367984539541096,"myndvisp"
2,10,"2005",0.200320754716981,NA,NA,"myndvisp"
2,10,"2012",0.232323636363636,NA,NA,"myndvisp"
2,10,"ref",0.215929596210151,0.0220616513739476,0.0055154128434869,"myndvisp"
2,11,"2005",0.156612053571429,NA,NA,"myndvisp"
2,11,"2012",0.187998843930636,NA,NA,"myndvisp"
2,11,"ref",0.180271978766622,0.0157769556182257,0.00394423890455643,"myndvisp"
2,12,"2005",0.136496875,NA,NA,"myndvisp"
2,12,"2012",0.160660714285714,NA,NA,"myndvisp"
2,12,"ref",0.150953130382425,0.0124207665294236,0.0031051916323559,"myndvisp"
3,1,"2005",0.226690062111801,NA,NA,"myndvisp"
3,1,"2012",0.190841614906832,NA,NA,"myndvisp"
3,1,"ref",0.205194272150787,0.013870579032956,0.00358136810645948,"myndvisp"
3,2,"2005",0.207811180124224,NA,NA,"myndvisp"
3,2,"2012",0.198278881987578,NA,NA,"myndvisp"
3,2,"ref",0.202247614691987,0.0349574730960319,0.00873936827400798,"myndvisp"
3,3,"2005",0.159679850746269,NA,NA,"myndvisp"
3,3,"2012",0.21862049689441,NA,NA,"myndvisp"
3,3,"ref",0.210077657532132,0.0234750973170006,0.00586877432925015,"myndvisp"
3,4,"2005",0.254836486486486,NA,NA,"myndvisp"
3,4,"2012",0.211637903225806,NA,NA,"myndvisp"
3,4,"ref",0.247926167382081,0.0275667747418337,0.00689169368545842,"myndvisp"
3,5,"2005",0.274066666666667,NA,NA,"myndvisp"
3,5,"2012",0.309987741935484,NA,NA,"myndvisp"
3,5,"ref",0.300039430344444,0.0208070441608762,0.00520176104021905,"myndvisp"
3,6,"2005",0.27784328358209,NA,NA,"myndvisp"
3,6,"2012",0.323525842696629,NA,NA,"myndvisp"
3,6,"ref",0.325836178515529,0.0226536928638294,0.00566342321595735,"myndvisp"
3,7,"2005",0.248198,NA,NA,"myndvisp"
3,7,"2012",0.294985625,NA,NA,"myndvisp"
3,7,"ref",0.304305335357383,0.0199090802438888,0.00497727006097221,"myndvisp"
3,8,"2005",0.239446927374302,NA,NA,"myndvisp"
3,8,"2012",0.253175974025974,NA,NA,"myndvisp"
3,8,"ref",0.278003947982011,0.0198019757013836,0.00495049392534589,"myndvisp"
3,9,"2005",0.256946753246753,NA,NA,"myndvisp"
3,9,"2012",0.26372972972973,NA,NA,"myndvisp"
3,9,"ref",0.275521852097832,0.0156975621902336,0.0039243905475584,"myndvisp"
3,10,"2005",0.241709027777778,NA,NA,"myndvisp"
3,10,"2012",0.297427810650888,NA,NA,"myndvisp"
3,10,"ref",0.279185012066355,0.0213684867817088,0.00534212169542721,"myndvisp"
3,11,"2005",0.20644099378882,NA,NA,"myndvisp"
3,11,"2012",0.22941568627451,NA,NA,"myndvisp"
3,11,"ref",0.253623849638342,0.0227991802722096,0.0056997950680524,"myndvisp"
3,12,"2005",0.200181366459627,NA,NA,"myndvisp"
3,12,"2012",0.216449068322981,NA,NA,"myndvisp"
3,12,"ref",0.226375851247871,0.027175463161604,0.006793865790401,"myndvisp"
4,1,"2005",0.127835042735043,NA,NA,"myndvisp"
4,1,"2012",0.172984615384615,NA,NA,"myndvisp"
4,1,"ref",0.120374350774493,0.0193973844272535,0.00500838312311574,"myndvisp"
4,2,"2005",0.130300854700855,NA,NA,"myndvisp"
4,2,"2012",0.124288888888889,NA,NA,"myndvisp"
4,2,"ref",0.122993420948369,0.0349461979567026,0.00873654948917566,"myndvisp"
4,3,"2005",0.111429914529915,NA,NA,"myndvisp"
4,3,"2012",0.158884615384615,NA,NA,"myndvisp"
4,3,"ref",0.144648945128384,0.0314319868135896,0.00785799670339741,"myndvisp"
4,4,"2005",0.187995726495727,NA,NA,"myndvisp"
4,4,"2012",0.205561538461538,NA,NA,"myndvisp"
4,4,"ref",0.19776397689448,0.0244752192737035,0.00611880481842587,"myndvisp"
4,5,"2005",0.231293162393162,NA,NA,"myndvisp"
4,5,"2012",0.258380341880342,NA,NA,"myndvisp"
4,5,"ref",0.247339672305609,0.0211301251083847,0.00528253127709618,"myndvisp"
4,6,"2005",0.227957264957265,NA,NA,"myndvisp"
4,6,"2012",0.289128205128205,NA,NA,"myndvisp"
4,6,"ref",0.281630971112338,0.0167739165000414,0.00419347912501034,"myndvisp"
4,7,"2005",0.183526495726496,NA,NA,"myndvisp"
4,7,"2012",0.250740170940171,NA,NA,"myndvisp"
4,7,"ref",0.253897433605148,0.0191210427195962,0.00478026067989904,"myndvisp"
4,8,"2005",0.191215384615385,NA,NA,"myndvisp"
4,8,"2012",0.210004273504274,NA,NA,"myndvisp"
4,8,"ref",0.224687158947324,0.0197099292645035,0.00492748231612586,"myndvisp"
4,9,"2005",0.186338461538462,NA,NA,"myndvisp"
4,9,"2012",0.187202564102564,NA,NA,"myndvisp"
4,9,"ref",0.211467454083169,0.0124811614127447,0.00312029035318618,"myndvisp"
4,10,"2005",0.166066666666667,NA,NA,"myndvisp"
4,10,"2012",0.227030769230769,NA,NA,"myndvisp"
4,10,"ref",0.200565442482673,0.0128518025083546,0.00321295062708865,"myndvisp"
4,11,"2005",0.119698290598291,NA,NA,"myndvisp"
4,11,"2012",0.162808547008547,NA,NA,"myndvisp"
4,11,"ref",0.169188696565283,0.0205060498729762,0.00512651246824404,"myndvisp"
4,12,"2005",0.140818803418803,NA,NA,"myndvisp"
4,12,"2012",0.131164102564103,NA,NA,"myndvisp"
4,12,"ref",0.143074545249674,0.0128804110723162,0.00322010276807906,"myndvisp"
5,1,"2005",0.144497142857143,NA,NA,"myndvisp"
5,1,"2012",0.165407857142857,NA,NA,"myndvisp"
5,1,"ref",0.135246956863693,0.0167484876396428,0.00432444091349981,"myndvisp"
5,2,"2005",0.145240714285714,NA,NA,"myndvisp"
5,2,"2012",0.150762857142857,NA,NA,"myndvisp"
5,2,"ref",0.142695836286683,0.0451200576818006,0.0112800144204502,"myndvisp"
5,3,"2005",0.110357142857143,NA,NA,"myndvisp"
5,3,"2012",0.213145,NA,NA,"myndvisp"
5,3,"ref",0.149698366332055,0.0306808043283281,0.00767020108208203,"myndvisp"
5,4,"2005",0.184735,NA,NA,"myndvisp"
5,4,"2012",0.169382142857143,NA,NA,"myndvisp"
5,4,"ref",0.202208349545047,0.0315373500119022,0.00788433750297555,"myndvisp"
5,5,"2005",0.229418571428571,NA,NA,"myndvisp"
5,5,"2012",0.269032142857143,NA,NA,"myndvisp"
5,5,"ref",0.253973421628779,0.0270615613277196,0.00676539033192991,"myndvisp"
5,6,"2005",0.232711428571429,NA,NA,"myndvisp"
5,6,"2012",0.292312857142857,NA,NA,"myndvisp"
5,6,"ref",0.300073291454927,0.0257619228038043,0.00644048070095106,"myndvisp"
5,7,"2005",0.183670714285714,NA,NA,"myndvisp"
5,7,"2012",0.255406428571429,NA,NA,"myndvisp"
5,7,"ref",0.261332965620746,0.0231791762575641,0.00579479406439104,"myndvisp"
5,8,"2005",0.1894,NA,NA,"myndvisp"
5,8,"2012",0.209917857142857,NA,NA,"myndvisp"
5,8,"ref",0.228374831516539,0.0188937479564663,0.00472343698911658,"myndvisp"
5,9,"2005",0.173850714285714,NA,NA,"myndvisp"
5,9,"2012",0.190206428571429,NA,NA,"myndvisp"
5,9,"ref",0.212278775238107,0.0166510074648747,0.00416275186621866,"myndvisp"
5,10,"2005",0.158064285714286,NA,NA,"myndvisp"
5,10,"2012",0.244288571428571,NA,NA,"myndvisp"
5,10,"ref",0.206136482603826,0.0188948048165608,0.0047237012041402,"myndvisp"
5,11,"2005",0.1368872,NA,NA,"myndvisp"
5,11,"2012",0.182815,NA,NA,"myndvisp"
5,11,"ref",0.186948244765559,0.0198633611771759,0.00496584029429397,"myndvisp"
5,12,"2005",0.114675483870968,NA,NA,"myndvisp"
5,12,"2012",0.155068571428571,NA,NA,"myndvisp"
5,12,"ref",0.162018535327177,0.024737885389292,0.00618447134732301,"myndvisp"
6,1,"2005",0.275404385964912,NA,NA,"myndvisp"
6,1,"2012",0.249948684210526,NA,NA,"myndvisp"
6,1,"ref",0.242525314088658,0.0123797317162876,0.00319643298451318,"myndvisp"
6,2,"2005",0.232344736842105,NA,NA,"myndvisp"
6,2,"2012",0.226579824561404,NA,NA,"myndvisp"
6,2,"ref",0.22561611592877,0.0239010084830049,0.00597525212075122,"myndvisp"
6,3,"2005",0.191554824561404,NA,NA,"myndvisp"
6,3,"2012",0.212702192982456,NA,NA,"myndvisp"
6,3,"ref",0.215864950080031,0.0123748583738271,0.00309371459345678,"myndvisp"
6,4,"2005",0.219050877192982,NA,NA,"myndvisp"
6,4,"2012",0.212162280701754,NA,NA,"myndvisp"
6,4,"ref",0.227210419944925,0.0139190689306114,0.00347976723265285,"myndvisp"
6,5,"2005",0.296076315789474,NA,NA,"myndvisp"
6,5,"2012",0.305016228070175,NA,NA,"myndvisp"
6,5,"ref",0.296519962021282,0.0274170048802424,0.00685425122006061,"myndvisp"
6,6,"2005",0.325074122807018,NA,NA,"myndvisp"
6,6,"2012",0.350982894736842,NA,NA,"myndvisp"
6,6,"ref",0.340829655006009,0.0156525363467387,0.00391313408668469,"myndvisp"
6,7,"2005",0.303396052631579,NA,NA,"myndvisp"
6,7,"2012",0.32386798245614,NA,NA,"myndvisp"
6,7,"ref",0.329861050261929,0.0243350081732275,0.00608375204330688,"myndvisp"
6,8,"2005",0.279584210526316,NA,NA,"myndvisp"
6,8,"2012",0.285112280701754,NA,NA,"myndvisp"
6,8,"ref",0.309327886447757,0.018212184778534,0.0045530461946335,"myndvisp"
6,9,"2005",0.276496052631579,NA,NA,"myndvisp"
6,9,"2012",0.286363596491228,NA,NA,"myndvisp"
6,9,"ref",0.299657083528535,0.0153020500732183,0.00382551251830459,"myndvisp"
6,10,"2005",0.273018859649123,NA,NA,"myndvisp"
6,10,"2012",0.351819736842105,NA,NA,"myndvisp"
6,10,"ref",0.297730800874314,0.0152324611842145,0.00380811529605361,"myndvisp"
6,11,"2005",0.244657894736842,NA,NA,"myndvisp"
6,11,"2012",0.276703947368421,NA,NA,"myndvisp"
6,11,"ref",0.277991224205773,0.0161249838434614,0.00403124596086536,"myndvisp"
6,12,"2005",0.260942105263158,NA,NA,"myndvisp"
6,12,"2012",0.243390350877193,NA,NA,"myndvisp"
6,12,"ref",0.256787540321291,0.0173056797344216,0.0043264199336054,"myndvisp"
7,1,"2005",0.276876044568245,NA,NA,"myndvisp"
7,1,"2012",0.231170473537604,NA,NA,"myndvisp"
7,1,"ref",0.24342909559017,0.0188106891082583,0.00485689904313131,"myndvisp"
7,2,"2005",0.217745125348189,NA,NA,"myndvisp"
7,2,"2012",0.217458495821727,NA,NA,"myndvisp"
7,2,"ref",0.228480060915735,0.0267946123488261,0.00669865308720652,"myndvisp"
7,3,"2005",0.206805849582173,NA,NA,"myndvisp"
7,3,"2012",0.209884401114206,NA,NA,"myndvisp"
7,3,"ref",0.236538440039417,0.0179083768326793,0.00447709420816981,"myndvisp"
7,4,"2005",0.233140947075209,NA,NA,"myndvisp"
7,4,"2012",0.217194707520891,NA,NA,"myndvisp"
7,4,"ref",0.26230759873805,0.0240119638239689,0.00600299095599222,"myndvisp"
7,5,"2005",0.301110027855153,NA,NA,"myndvisp"
7,5,"2012",0.296827298050139,NA,NA,"myndvisp"
7,5,"ref",0.324904848605441,0.0186951600158739,0.00467379000396848,"myndvisp"
7,6,"2005",0.300940668523677,NA,NA,"myndvisp"
7,6,"2012",0.316420055710306,NA,NA,"myndvisp"
7,6,"ref",0.337895930660746,0.0229028985921307,0.00572572464803269,"myndvisp"
7,7,"2005",0.282650974930362,NA,NA,"myndvisp"
7,7,"2012",0.284683008356546,NA,NA,"myndvisp"
7,7,"ref",0.311758818060347,0.0222148565335958,0.00555371413339894,"myndvisp"
7,8,"2005",0.263069359331476,NA,NA,"myndvisp"
7,8,"2012",0.253748746518106,NA,NA,"myndvisp"
7,8,"ref",0.288717690109415,0.0176629815434662,0.00441574538586654,"myndvisp"
7,9,"2005",0.251455710306407,NA,NA,"myndvisp"
7,9,"2012",0.248443732590529,NA,NA,"myndvisp"
7,9,"ref",0.274543576398344,0.0135418537687763,0.00338546344219407,"myndvisp"
7,10,"2005",0.256668245125348,NA,NA,"myndvisp"
7,10,"2012",0.276960445682451,NA,NA,"myndvisp"
7,10,"ref",0.273110361028201,0.0140625446842232,0.00351563617105581,"myndvisp"
7,11,"2005",0.267914893617021,NA,NA,"myndvisp"
7,11,"2012",0.275818384401114,NA,NA,"myndvisp"
7,11,"ref",0.272260716854575,0.0144116612927282,0.00360291532318206,"myndvisp"
7,12,"2005",0.258119023136247,NA,NA,"myndvisp"
7,12,"2012",0.245182729805014,NA,NA,"myndvisp"
7,12,"ref",0.253899252671523,0.0144400381414202,0.00361000953535505,"myndvisp"
8,1,"2005",0.274824555160142,NA,NA,"myndvisp"
8,1,"2012",0.248053380782918,NA,NA,"myndvisp"
8,1,"ref",0.25875938022658,0.0138818870670176,0.00358428782829942,"myndvisp"
8,2,"2005",0.224635587188612,NA,NA,"myndvisp"
8,2,"2012",0.244948754448399,NA,NA,"myndvisp"
8,2,"ref",0.244501730523434,0.0130405097078707,0.00326012742696768,"myndvisp"
8,3,"2005",0.245156939501779,NA,NA,"myndvisp"
8,3,"2012",0.223528113879004,NA,NA,"myndvisp"
8,3,"ref",0.236871962842056,0.0141010794171298,0.00352526985428244,"myndvisp"
8,4,"2005",0.233113879003559,NA,NA,"myndvisp"
8,4,"2012",0.2288,NA,NA,"myndvisp"
8,4,"ref",0.250772852562169,0.0164557838752186,0.00411394596880464,"myndvisp"
8,5,"2005",0.310323131672598,NA,NA,"myndvisp"
8,5,"2012",0.311161921708185,NA,NA,"myndvisp"
8,5,"ref",0.309218510940872,0.0204764471564105,0.00511911178910263,"myndvisp"
8,6,"2005",0.307500711743772,NA,NA,"myndvisp"
8,6,"2012",0.321649110320285,NA,NA,"myndvisp"
8,6,"ref",0.33637119473636,0.019710686560301,0.00492767164007525,"myndvisp"
8,7,"2005",0.28914128113879,NA,NA,"myndvisp"
8,7,"2012",0.297089323843416,NA,NA,"myndvisp"
8,7,"ref",0.321118117780985,0.0213545596144252,0.00533863990360631,"myndvisp"
8,8,"2005",0.273222064056939,NA,NA,"myndvisp"
8,8,"2012",0.26695231316726,NA,NA,"myndvisp"
8,8,"ref",0.302214122084075,0.0189426218295514,0.00473565545738786,"myndvisp"
8,9,"2005",0.260970106761566,NA,NA,"myndvisp"
8,9,"2012",0.265770462633452,NA,NA,"myndvisp"
8,9,"ref",0.293511920281296,0.0143512714732919,0.00358781786832298,"myndvisp"
8,10,"2005",0.265278647686833,NA,NA,"myndvisp"
8,10,"2012",0.283464412811388,NA,NA,"myndvisp"
8,10,"ref",0.29135914516212,0.0147357620103127,0.00368394050257817,"myndvisp"
8,11,"2005",0.258692896174863,NA,NA,"myndvisp"
8,11,"2012",0.277133807829182,NA,NA,"myndvisp"
8,11,"ref",0.28057763459721,0.0124150595277329,0.00310376488193323,"myndvisp"
8,12,"2005",0.253364907651715,NA,NA,"myndvisp"
8,12,"2012",0.257610320284698,NA,NA,"myndvisp"
8,12,"ref",0.270123150962443,0.017541174967984,0.004385293741996,"myndvisp"
