"miyear","mimonth","hyear","hyear_f","prec_ac","tmed","et0_ac"
1980,4,1980,"1979-1980",16,12.7666666666667,46.3115760215187
1980,5,1980,"1979-1980",25,15.5403225806452,70.0406171236022
1980,6,1980,"1979-1980",14,22.0083333333333,120.836320922724
1980,7,1980,"1979-1980",0,24.8387096774194,148.890101117753
1980,8,1980,"1979-1980",1,26.5241935483871,155.632858731844
1980,9,1981,"1980-1981",0,22.6583333333333,107.508191611389
1980,10,1981,"1980-1981",38,15.1048387096774,53.0092144055937
1980,11,1981,"1980-1981",23,9.51666666666667,22.69273367769
1980,12,1981,"1980-1981",2,4.75806451612903,7.56227425772411
1981,1,1981,"1980-1981",0,4.57258064516129,7.27266533350703
1981,2,1981,"1980-1981",2,7.23214285714286,14.5446647087951
1981,3,1981,"1980-1981",14,12.7741935483871,43.395034989585
1981,4,1981,"1980-1981",30,11.8583333333333,41.2544748341112
1981,5,1981,"1980-1981",19,16.5564516129032,77.3473247636294
1981,6,1981,"1980-1981",35,22.7833333333333,127.568963938527
1981,7,1981,"1980-1981",0,24.5645161290323,146.323167592831
1981,8,1981,"1980-1981",0,24.1612903225806,134.467009609444
1981,9,1982,"1981-1982",6,21.1083333333333,96.2117655327472
1981,10,1982,"1981-1982",16,16.741935483871,62.2825107683947
1981,11,1982,"1981-1982",0,11.8083333333333,31.8193731235166
1981,12,1982,"1981-1982",56,8.33064516129032,18.186424657854
1982,1,1982,"1981-1982",20,7.87096774193548,17.0303627458418
1982,2,1982,"1981-1982",39,7.14285714285714,14.2643296530582
1982,3,1982,"1981-1982",41,10.8629032258065,33.6639026435169
1982,4,1982,"1981-1982",12,12.6,45.3678811365673
1982,5,1982,"1981-1982",3,17.3709677419355,83.3914213575962
1982,6,1982,"1981-1982",6,23.3166666666667,132.278425855996
1982,7,1982,"1981-1982",4,25.1129032258065,151.473143119778
1982,8,1982,"1981-1982",0,24.1854838709677,134.678018953255
1982,9,1983,"1982-1983",3,20.6,92.6066259855869
1982,10,1983,"1982-1983",7,13.8709677419355,46.3841057581542
1982,11,1983,"1982-1983",62,9.525,22.7238731859225
1982,12,1983,"1982-1983",15,5.48387096774194,9.4460388430619
1983,1,1983,"1982-1983",0,6.21774193548387,11.7706893773967
1983,2,1983,"1982-1983",0,6.1875,11.3908888173368
1983,3,1983,"1982-1983",39,11.8145161290323,38.3973916207676
1983,4,1983,"1982-1983",23,12.2583333333333,43.4553836698687
1983,5,1983,"1982-1983",11,15.1532258064516,67.3266441839701
1983,6,1983,"1982-1983",0,23.7916666666667,136.524541631487
1983,7,1983,"1982-1983",0,24.8951612903226,149.420589586506
1983,8,1983,"1982-1983",3,22.8629032258065,123.319796094846
1983,9,1984,"1983-1984",0,23.2666666666667,112.064543161134
1983,10,1984,"1983-1984",5,17.6532258064516,67.675090951512
1983,11,1984,"1983-1984",143,12.4,34.3524165445376
1983,12,1984,"1983-1984",47,7.62903225806452,15.8447483722579
1984,1,1984,"1983-1984",4,5.2741935483871,9.09536467182284
1984,2,1984,"1983-1984",12,6.37931034482759,11.9489463929752
1984,3,1984,"1983-1984",41,7.99193548387097,20.8129702078406
1984,4,1984,"1983-1984",26,14.2,54.7126358637359
1984,5,1984,"1983-1984",46,11.9354838709677,46.3207794363335
1984,6,1984,"1983-1984",0,20.2083333333333,105.716108031069
1984,7,1984,"1983-1984",0,26.7741935483871,167.463496721494
1984,8,1984,"1983-1984",0,23.7096774193548,130.55019715315
1984,9,1985,"1984-1985",0,21.05,95.7955349287256
1984,10,1985,"1984-1985",3,14.4758064516129,49.591743769683
1984,11,1985,"1984-1985",72,10.8333333333333,27.800708691501
1984,12,1985,"1984-1985",1,7.21774193548387,14.5270714512299
1985,1,1985,"1984-1985",18,5.38709677419355,9.40224703896754
1985,2,1985,"1984-1985",32,10.2589285714286,25.1525624748185
1985,3,1985,"1984-1985",9,8.79032258064516,24.1613493289758
1985,4,1985,"1984-1985",36,13.9666666666667,53.3107011786411
1985,5,1985,"1984-1985",29,14.8709677419355,65.372272833685
1985,6,1985,"1984-1985",1,22.225,122.705254223705
1985,7,1985,"1984-1985",0,26.0161290322581,160.094971475957
1985,8,1985,"1984-1985",0,25.9032258064516,149.962492960407
1985,9,1986,"1985-1986",6,23,110.058819601802
1985,10,1986,"1985-1986",0,17.1290322580645,64.553368247999
1985,11,1986,"1985-1986",52,10.0666666666667,24.7808029447152
1985,12,1986,"1985-1986",17,6.86290322580645,13.4238708454176
1986,1,1986,"1985-1986",21.4,6.08072289156626,11.3668539198624
1986,2,1986,"1985-1986",98.9,7.45,15.2369213523235
1986,4,1986,"1985-1986",33.8,9.88583333333333,29.0426131973989
1986,5,1986,"1985-1986",15.1,20.2790322580645,95.6196090422551
1986,6,1986,"1985-1986",45,22.0283333333333,120.986659501231
1986,7,1986,"1985-1986",0.3,26.3564516129032,160.276205493359
1986,8,1986,"1985-1986",0.5,25.9435483870968,159.395780894564
1986,9,1987,"1986-1987",30,22.5466666666667,120.657919326053
1986,10,1987,"1986-1987",0.5,15.4596774193548,59.064663862919
1986,11,1987,"1986-1987",27.7,9.99666666666667,27.7654670820016
1986,12,1987,"1986-1987",14.7,6.49838709677419,12.4829894209141
1987,1,1987,"1986-1987",131.3,5.22258064516129,8.75049525591049
1987,2,1987,"1986-1987",62.6,8.10892857142857,17.8438918030286
1987,3,1987,"1986-1987",5.6,11.6822580645161,30.8306328000762
1987,4,1987,"1986-1987",9.9,15.6033333333333,59.3690700285192
1987,5,1987,"1986-1987",1.1,18.2209677419355,80.8600067462411
1987,6,1987,"1986-1987",3.5,22.7666666666667,127.399894063946
1987,7,1987,"1986-1987",17.3,24.3548387096774,141.621411721633
1987,8,1987,"1986-1987",18.8,25.4564516129032,154.732161448524
1987,9,1988,"1987-1988",8,23.695,130.423604439633
1988,1,1988,"1987-1988",39.3,7.63709677419355,19.5656366277567
1988,2,1988,"1987-1988",18.4,8.07413793103448,19.8691932051778
1988,3,1988,"1987-1988",14,11.1709677419355,29.170092488472
1988,4,1988,"1987-1988",37,13.435,38.4528177980352
1988,5,1988,"1987-1988",28.8,16.5887096774194,54.7638629525259
1988,6,1988,"1987-1988",26.4,19.555,69.1034595751757
1988,9,1989,"1988-1989",0.2,22.38,104.465028248722
1988,10,1989,"1988-1989",47.6,16.191935483871,67.2055814111016
1989,1,1989,"1988-1989",21,6.07903225806452,16.0963234548672
1989,2,1989,"1988-1989",31.4,8.56428571428571,27.5433756060801
1989,3,1989,"1988-1989",27,11.6532258064516,45.4905698468399
1989,4,1989,"1988-1989",37.3,11.305,40.9113169649062
1989,5,1989,"1988-1989",13.2,17.6854838709677,72.9202859247124
1989,6,1989,"1988-1989",15.1,23.0116666666667,102.516215129255
1989,7,1989,"1988-1989",0.2,28.2177419354839,124.572877452102
1989,8,1989,"1988-1989",1,26.9596774193548,114.502812460774
1989,9,1990,"1989-1990",69.7,21.0683333333333,79.6423598630181
1989,10,1990,"1989-1990",38,16.6725806451613,53.826807818157
1989,11,1990,"1989-1990",65.7,11.9233333333333,38.9529082701533
1989,12,1990,"1989-1990",69.8,10.1903225806452,32.5332041923755
1990,1,1990,"1989-1990",37.8,6.28870967741936,16.9745980824836
1990,2,1990,"1989-1990",0.1,10.2214285714286,36.3388402371998
1990,3,1990,"1989-1990",24.1,11.7967741935484,46.3715525159972
1990,4,1990,"1989-1990",93.9,12.0433333333333,45.1741591621288
1990,5,1990,"1989-1990",17.5,17.6709677419355,72.826537383262
1990,6,1990,"1989-1990",0.1,23.2233333333333,103.99739975103
1990,7,1990,"1989-1990",1.2,26.9161290322581,115.688770595666
1990,8,1990,"1989-1990",0.6,26.1758064516129,109.330064673584
1990,9,1991,"1990-1991",20.7,23.3466666666667,93.5427711971034
1990,10,1991,"1990-1991",62.3,15.2241935483871,46.6835247668153
1990,11,1991,"1990-1991",28.1,9.62166666666667,27.8359944871146
1990,12,1991,"1990-1991",23.9,5.82258064516129,13.5365346887179
1991,1,1991,"1990-1991",2.9,5.60161290322581,14.1604061395906
1991,2,1991,"1990-1991",39.6,6.16071428571429,16.4394107089222
1991,3,1991,"1990-1991",55.1,10.1693548387097,36.7491491052062
1991,4,1991,"1990-1991",16.9,11.9133333333333,44.4125404435518
1991,5,1991,"1990-1991",0.9,16.6935483870968,66.6153183892395
1991,6,1991,"1990-1991",8.4,23.6016666666667,106.66395917528
1991,7,1991,"1990-1991",1,26.7854838709677,114.810239519847
1991,8,1991,"1990-1991",0.1,27.7870967741935,120.056154143504
1991,9,1992,"1991-1992",37.8,22.685,89.4228226546905
1991,10,1992,"1991-1992",40.5,13.3903225806452,38.1795836384395
1991,11,1992,"1991-1992",26.6,8.94666666666667,24.8379909973156
1991,12,1992,"1991-1992",18.3,7.01935483870968,18.1423735242185
1992,1,1992,"1991-1992",15.9,4.26693548387097,9.24480005271577
1992,2,1992,"1991-1992",25.1,7.43793103448276,22.0838395233917
1992,3,1992,"1991-1992",22.6,10.7,39.7975263034585
1992,4,1992,"1991-1992",21.1,14.3233333333333,59.2731235043521
1992,5,1992,"1991-1992",1.4,18.683064516129,79.4665638445896
1992,6,1992,"1991-1992",58.1,18.2316666666667,71.1813329794949
1992,7,1992,"1991-1992",22.5,25.5725806451613,106.770447877891
1992,8,1992,"1991-1992",0.1,26.3612903225806,110.546248469613
1992,9,1993,"1992-1993",12.1,21.9733333333333,85.0669621796276
1992,10,1993,"1992-1993",75.3,12.9508064516129,36.2345786547537
1992,11,1993,"1992-1993",18,10.0675,29.8830992047054
1992,12,1993,"1992-1993",16.4,7.15161290322581,18.6807778943802
1993,1,1993,"1992-1993",0,5.02983870967742,11.9624120283772
1993,2,1993,"1992-1993",11.9,7.16339285714286,20.8202159167221
1993,3,1993,"1992-1993",33.2,10.8016129032258,40.3912302112389
1993,4,1993,"1992-1993",30.9,12.4391666666667,47.5218777428471
1993,5,1993,"1992-1993",31.6,16,62.330709025244
1993,6,1993,"1992-1993",2,22.0891666666667,96.1511399224364
1993,7,1993,"1992-1993",0.1,26.7274193548387,114.420559330096
1993,8,1993,"1992-1993",1.2,25.7887096774194,106.807659408013
1993,9,1994,"1993-1994",3.6,19.0433333333333,67.9808243578699
1993,10,1994,"1993-1994",61.1,13.0620967741935,36.7235934246678
1993,11,1994,"1993-1994",32.7,9.83333333333333,28.8013391979361
1993,12,1994,"1993-1994",7.8,6.53790322580645,16.2311034687602
1994,1,1994,"1993-1994",49.1,6.075,16.0795993749929
1994,2,1994,"1993-1994",47.8,7.75446428571429,23.5738840666424
1994,3,1994,"1993-1994",2.6,12.4661290322581,50.5594840283204
1994,4,1994,"1993-1994",32.1,12.9083333333333,50.3598276109383
1994,5,1994,"1993-1994",24.9,18.7629032258065,79.9992339863386
1994,6,1994,"1993-1994",0.3,24.325,111.829734456289
1994,7,1994,"1993-1994",0.2,29.3903225806452,132.777923822792
1994,8,1994,"1993-1994",1.7,27.9862903225806,121.40723132114
1994,9,1995,"1994-1995",16.6,20.1733333333333,74.4060166389511
1994,10,1995,"1994-1995",31.3,15.8467741935484,49.7089234986494
1994,11,1995,"1994-1995",26.5,11.735,37.9932863495095
1994,12,1995,"1994-1995",2,7.03064516129032,18.1881122862396
1995,1,1995,"1994-1995",6.7,6.92741935483871,19.7522274583746
1995,2,1995,"1994-1995",8.4,10.2080357142857,36.2642718561143
1995,3,1995,"1994-1995",19.4,11.7177419354839,45.8857608289451
1995,4,1995,"1994-1995",7.6,14.3291666666667,59.3109471972469
1995,5,1995,"1994-1995",0.9,20.9588709677419,95.1466019485121
1995,6,1995,"1994-1995",20.9,22.2183333333333,97.0334621787896
1995,7,1995,"1994-1995",0.1,27.1193548387097,117.060182384908
1995,8,1995,"1994-1995",1.5,26.6145161290323,112.214445901176
1995,9,1996,"1995-1996",2.6,19.7916666666667,72.212418340892
1995,10,1996,"1995-1996",3,18.2241935483871,61.8791250940902
1995,11,1996,"1995-1996",41.8,12.955,44.3611715180014
1995,12,1996,"1995-1996",113.5,9.75967741935484,30.4051757277469
1996,1,1996,"1995-1996",165,8.83387096774194,28.9085713723303
1996,2,1996,"1995-1996",39.4,6.5801724137931,18.2265019230142
1996,3,1996,"1995-1996",35,10.4354838709677,38.2669888546232
1996,4,1996,"1995-1996",19.5,13.97,56.9984220151491
1996,5,1996,"1995-1996",99.1,16.3677419354839,64.5897204035414
1996,6,1996,"1995-1996",4.8,23.3041666666667,104.565074550836
1996,7,1996,"1995-1996",3,25.8661290322581,108.696852249399
1996,8,1996,"1995-1996",3.7,24.3814516129032,97.8187383203286
1996,9,1997,"1996-1997",47,18.7341666666667,66.2596998206047
1996,10,1997,"1996-1997",23.2,14.841935483871,44.8602289698024
1996,11,1997,"1996-1997",71.2,10.355,31.2308540567439
1996,12,1997,"1996-1997",157.4,8.57983870967742,24.8474160370674
1997,1,1997,"1996-1997",126.4,7.56693548387097,22.6827864895899
1997,2,1997,"1996-1997",0,9.95982142857143,34.8923364253338
1997,3,1997,"1996-1997",0.1,13.234811827957,55.5283670047774
1997,4,1997,"1996-1997",76.6,15.4548611111111,66.771560256068
1997,5,1997,"1996-1997",52.5,16.6404569892473,66.2836980176301
1997,6,1997,"1996-1997",31.6,20.3527777777778,84.5765058883998
1997,7,1997,"1996-1997",0,23.4913978494624,93.4746643421792
1997,8,1997,"1996-1997",30.5,23.7814516129032,94.0737776428952
1997,9,1998,"1997-1998",49.3,21.1825,80.3195371145502
1997,10,1998,"1997-1998",24.5,17.2545698924731,56.7994817381205
1997,11,1998,"1997-1998",87.5,11.0575,34.6134807285814
1997,12,1998,"1997-1998",0,8.08498583569405,22.6391869768841
1998,5,1998,"1997-1998",0.1,15.1361559139785,67.2078603595563
1998,6,1998,"1997-1998",16.2,23.045,129.871827169825
1998,7,1998,"1997-1998",0,26.1989247311828,161.860794520518
1998,8,1998,"1997-1998",0.4,25.6408602150538,147.58965013585
1998,9,1999,"1998-1999",43.9,20.7215277777778,93.4639765519622
1998,10,1999,"1998-1999",0.9,14.5775537634409,50.1389311350919
1998,11,1999,"1998-1999",6.9,10.2997222222222,25.6854988965447
1998,12,1999,"1998-1999",0,5.63709677419355,9.86280156561845
1999,1,1999,"1998-1999",0,5.47486559139785,9.64334637972268
1999,2,1999,"1998-1999",21.7,6.40014880952381,12.0101541555974
1999,3,1999,"1998-1999",40.2,10.7819892473118,33.2718838737104
1999,4,1999,"1998-1999",5.8,14.6698611111111,57.5754017738657
1999,5,1999,"1998-1999",5.4,19.4596774193548,99.6270899963215
1999,6,1999,"1998-1999",5.2,22.8125,127.82491406436
1999,7,1999,"1998-1999",0,26.302688172043,162.866272808933
1999,8,1999,"1998-1999",0.5,26.0016129032258,150.855833709228
1999,9,2000,"1999-2000",11.2,20.2616666666667,90.2348573520597
1999,10,2000,"1999-2000",105.5,16.534811827957,61.0795660792234
1999,11,2000,"1999-2000",34.2,8.33138888888889,18.4239640927434
1999,12,2000,"1999-2000",35.1,6.85967741935484,13.4139868244449
2000,1,2000,"1999-2000",10.6,4.91263440860215,8.13768427837934
2000,2,2000,"1999-2000",0,10.344683908046,25.4827425606661
2000,3,2000,"1999-2000",19.2,11.8629032258065,38.6440535082697
2000,4,2000,"1999-2000",65.2,11.4204166666667,38.8927510081476
2000,5,2000,"1999-2000",73.2,17.5896505376344,85.042010108342
2000,6,2000,"1999-2000",0.7,23.6697222222222,135.429830481138
2000,7,2000,"1999-2000",0,25.6725806451613,156.79526664738
2000,8,2000,"1999-2000",0.1,25.3770161290323,145.217271499481
2000,9,2001,"2000-2001",14.8,21.2115277777778,96.9496946062348
2000,10,2001,"2000-2001",55,14.4220430107527,49.3034870361003
2000,11,2001,"2000-2001",57.7,9.2475,21.6952688736591
2000,12,2001,"2000-2001",89.5,8.22271505376344,17.8186393384942
2001,1,2001,"2000-2001",58.2,7.91787634408602,17.18964364295
2001,2,2001,"2000-2001",21.9,8.17752976190476,17.6317216048091
2001,3,2001,"2000-2001",51.2,12.2829301075269,40.8090917802862
2001,4,2001,"2000-2001",4.1,14.1959722222222,54.6883242829611
2001,5,2001,"2000-2001",50.4,16.4354838709677,76.4637771820855
2001,6,2001,"2000-2001",0.1,24.3730555555556,141.787405640618
2001,7,2001,"2000-2001",0.1,25.1719086021505,152.031102452444
2001,8,2001,"2000-2001",0.3,25.8266129032258,149.268188802404
2001,9,2002,"2001-2002",49,21.0393055555556,95.7192968087238
2001,10,2002,"2001-2002",64.7,16.9177419354839,63.3102120561681
2001,11,2002,"2001-2002",22.2,8.34625,18.4754774258347
2001,12,2002,"2001-2002",52.6,6.48494623655914,12.2838591382418
2002,1,2002,"2001-2002",15.1,7.45725806451613,15.6490013175902
2002,2,2002,"2001-2002",3.2,9.41547619047619,21.9891164387744
2002,3,2002,"2001-2002",82.3,11.3188172043011,35.9035953073634
2002,4,2002,"2001-2002",72.8,12.4919444444444,44.7598155005285
2002,5,2002,"2001-2002",27.1,16.1458333333333,74.3631391623066
2002,6,2002,"2001-2002",5,23.66875,135.421115529673
2002,7,2002,"2001-2002",0,25.3720430107527,153.929108227389
2002,8,2002,"2001-2002",4.9,23.9713709677419,132.814748416721
2002,9,2003,"2002-2003",8.6,20.0747222222222,88.9339191608995
2002,10,2003,"2002-2003",21.2,15.7693548387097,56.7080995225599
2002,11,2003,"2002-2003",120.3,11.0601388888889,28.7179671709809
2002,12,2003,"2002-2003",53,8.81129032258064,19.8569840726746
2003,1,2003,"2002-2003",57.5,5.64126344086022,10.1064660587343
2003,2,2003,"2002-2003",64.3,7.06488095238095,14.0211220445092
2003,3,2003,"2002-2003",39.4,11.6373655913978,37.4992217704852
2003,4,2003,"2002-2003",32.4,13.0158333333333,47.7354569037053
2003,5,2003,"2002-2003",16,18.705376344086,93.6437157310021
2003,6,2003,"2002-2003",2.6,25.1302777777778,148.749243015995
2003,7,2003,"2002-2003",0,26.5551075268817,165.321630009144
2003,8,2003,"2002-2003",0.5,26.1034946236559,151.782926122925
2003,9,2004,"2003-2004",15.4,21.3913888888889,98.2407235859824
2003,10,2004,"2003-2004",89,15.4403225806452,54.8653347306666
2003,11,2004,"2003-2004",39.6,10.9872222222222,28.4218998839596
2003,12,2004,"2003-2004",39.5,7.44744623655914,15.2578910712547
2004,1,2004,"2003-2004",2,7.36572580645161,15.3491201471801
2004,2,2004,"2003-2004",22,8.7485632183908,19.5984460388451
2004,3,2004,"2003-2004",49,9.93413978494624,29.2652573617185
2004,4,2004,"2003-2004",33,11.9527777777778,41.770397931006
2004,5,2004,"2003-2004",28,13.9905913978495,59.4116109233761
2004,6,2004,"2003-2004",5,24.0208333333333,138.590410075091
2004,7,2004,"2003-2004",0,26.3521505376344,163.346360417431
2004,8,2004,"2003-2004",0,25.747311827957,148.550751390168
2004,9,2005,"2004-2005",1,22.4847222222222,106.220447768671
2004,10,2005,"2004-2005",12,16.9489247311828,63.4931300493084
2004,11,2005,"2004-2005",3,9.50138888888889,22.635684706482
2004,12,2005,"2004-2005",20,6.13709677419355,11.267379149721
2005,1,2005,"2004-2005",0,4.85215053763441,7.98126550745886
2005,2,2005,"2004-2005",15,4.75446428571429,7.53888009754661
2005,3,2005,"2004-2005",9,10.4717741935484,31.7843917421828
2005,4,2005,"2004-2005",3.7,14.59875,57.1387508144842
2005,5,2005,"2004-2005",9.8,19.8817204301075,103.033008508709
2005,6,2005,"2004-2005",2.1,24.9230555555556,146.832075749205
2005,7,2005,"2004-2005",0.2,26.6740591397849,166.483308027789
2005,8,2005,"2004-2005",1.5,25.8384408602151,149.375303534421
2005,9,2006,"2005-2006",0,20.4,91.2019048965104
2005,10,2006,"2005-2006",37.9,16.764199192463,62.412319780757
2005,11,2006,"2005-2006",23.1,8.90597222222222,20.4531687794708
2005,12,2006,"2005-2006",19.9,6.74771505376344,13.0725647253775
2006,1,2006,"2005-2006",48.6,5.31989247311828,9.21913511331647
2006,2,2006,"2005-2006",34.9,7.02217261904762,13.8885571055785
2006,3,2006,"2005-2006",45.7,11.2840053763441,35.7307457652232
2006,4,2006,"2005-2006",28,14.9605555555556,59.3728473154451
2006,5,2006,"2005-2006",24.9,19.8842741935484,103.053743420859
2006,6,2006,"2005-2006",3.1,23.0070833333333,129.537209294979
2006,7,2006,"2005-2006",0.3,27.4883064516129,174.513856355219
2006,8,2006,"2005-2006",7.5,25.1791386271871,143.44717976993
2006,9,2007,"2006-2007",14,21.5456944444444,99.3532319079421
2006,10,2007,"2006-2007",16.9,17.9068548387097,69.2045850104441
2006,11,2007,"2006-2007",48.2,12.1523611111111,33.2836912676949
2006,12,2007,"2006-2007",0,7,13.8463689040744
2007,1,2007,"2006-2007",18,5.94751009421265,10.9791488778226
2007,2,2007,"2006-2007",13,9.39583333333333,21.9172879742677
2007,3,2007,"2006-2007",8.1,10.2173387096774,30.5828365694724
2007,4,2007,"2006-2007",55.3,11.8798611111111,41.3718708075101
2007,5,2007,"2006-2007",56.3,17.1979811574697,82.0940504379602
2007,6,2007,"2006-2007",0.1,21.9325,120.184648460947
2007,7,2007,"2006-2007",0.1,26.645564516129,166.204762411402
2007,8,2007,"2006-2007",0,25.6704301075269,147.856396330319
2007,9,2008,"2007-2008",89.9,20.8286111111111,94.2217906024478
2007,10,2008,"2007-2008",50,15.265188172043,53.8934916943473
2007,11,2008,"2007-2008",26.4,10.00125,24.5289771229024
2007,12,2008,"2007-2008",12.2,6.57379032258065,12.5485381934475
2008,1,2008,"2007-2008",25,7.00940860215054,14.2018884497012
2008,2,2008,"2007-2008",23.5,9.17140804597701,21.1026829827522
2008,3,2008,"2007-2008",17.1,10.9176075268817,33.9298784513799
2008,4,2008,"2007-2008",37.8,13.6177777777778,51.2391487126734
2008,5,2008,"2007-2008",50.9,15.9048387096774,72.6315562881333
2008,6,2008,"2007-2008",4.5,22.6802777777778,126.666094096633
2008,7,2008,"2007-2008",1.5,25.8974462365591,158.952240521184
2008,8,2008,"2007-2008",0,26.179561042524,152.476445879762
2008,9,2009,"2008-2009",23.3,20.5645833333333,92.357307679559
2008,10,2009,"2008-2009",44.3,15.6839838492598,56.2278603635225
2008,11,2009,"2008-2009",48.5,8.04055555555555,17.4263697232267
2008,12,2009,"2008-2009",47.7,5.77916666666667,10.2550031645939
2009,1,2009,"2008-2009",19,5.42818428184282,9.51483876916472
2009,2,2009,"2008-2009",31,7.62202380952381,15.7917203075923
2009,3,2009,"2008-2009",57.7,11.3677419354839,36.1470285549148
2009,4,2009,"2008-2009",50.2,11.8972222222222,41.4666328428169
2009,5,2009,"2008-2009",17.1,18.5954301075269,92.7828184165011
2009,6,2009,"2008-2009",3.7,24.2859722222222,140.99452847011
2009,7,2009,"2008-2009",0.4,27.8137096774194,177.761279640722
2009,8,2009,"2008-2009",1,25.5147849462366,146.454297917077
2009,9,2010,"2009-2010",47.6,20.1068055555556,89.156699703301
2009,10,2010,"2009-2010",31,17.6406460296097,67.5995515897527
2009,11,2010,"2009-2010",26.4,12.4519444444444,34.5781380272815
2009,12,2010,"2009-2010",0,5.8,10.3129801724236
